Dictionary,Type,Countries
NOZJKIN Dmitrij Jurievitj,Individual,AU
NSANZUBUKIRE FELICIEN,Individual,AU
Ntaganda Bosco,Individual,AU
Ntagenda Bosco,Individual,AU
NTAWUNGUKA Pacifique,Individual,AU
Ntawungula Pacifique,Individual,AU
Nur Al Deen Abu Mohammed ,Individual,AU
Nurbagandov Nurbagand,Individual,AU
Nurbagandov Nurbagand Magomedovich,Individual,NZ
Nurdin Muhammad Ratin Bin,Individual,AU
NURGALIEV Rashid,Individual,AU
NURGALIEV Rashid   Gumarovich,Individual,"NZ, AU"
NURGALIEV Rashyd Humarovych,Individual,AU
NURGALIYEV Rashid,Individual,AU
NURI Mohammad Mehdi Nejad,Individual,AU
Nuri Nurullah,Individual,AU
Nuriev Marat Abdulhaevich,Individual,NZ
Nuristani Rostam,Individual,AU
Nurjaman,individual,AU
Nusret Sulejman Imamovic ,Individual,AU
NYAKUNI James,Individual,AU
Nyazi Abdul Manan,Individual,AU
Nyunt Thein,Individual,AU
Nzambamwita Lucien,Individual,AU
Nzeri,Individual,AU
NZEYIMANA Stanislas,Individual,AU
O Ku’k-ryo’l,Individual,AU
O Kuk-ryol,Individual,AU
Obaid Maher,Individual,AU
Obaid Maher Ribhi Nimr,Individual,AU
Obaida Abu,Individual,AU
Obaidah,Individual,AU
Obaidah Abu,Individual,AU
Obaidullah Ahmed Shah Noorzai,Individual,AU
Obayda Abu,Individual,AU
Obeid Maher,Individual,AU
Obeid Maher bin Rebhi,Individual,AU
Obeid Maher bin Rebhi bin Namr,Individual,AU
Obeid Maher Rebhi,Individual,AU
Obeid Maher Rebhi Namr,Individual,AU
Obeida Abu,Individual,AU
Obeida Youcef Abu,Individual,AU
OBNOSOV Boris Viktorovich,Individual,"NZ, AU"
Obol Simon Salim,Individual,AU
OBUKHOV Sergei,Individual,AU
Obukhov Sergey Pavlovich,Individual,NZ
Odnorukiy ,Individual,AU
Oduev Ramzan,Individual,AU
OE Dorda Abuzed,Individual,AU
Ogaro Salim,Individual,AU
Ogaro Salim Saleh Obol,Individual,AU
Ogloblina Yulia Vasilievna,Individual,NZ
Ogloblina Yuliya,Individual,AU
Ogul Leonid,Individual,AU
Ogul Leonid Anatolievich,Individual,NZ
Ok Kim Kyong,Individual,"NZ, AU"
Oleg Aleksandrovich TERLIAKOV,Individual ,AU
Oleg Aleksandrovich TERLYAKOV,Individual ,AU
Oliynyk Volodymyr Mykolayovich,Individual,NZ
Omairah Othman Ahmed Othman Al,Individual,AU
Omar al-Shishani,Individual,AU
Omar Ali Hussain ,Individual,AU
Omar Chechen,Individual,AU
Omar Hassan Mahat,Individual,AU
Omar Hassane Mahad,Individual,AU
Omar Lavilla ,Individual,AU
Omar Mahmood Irhayyim Al-Fayyadh,Individual,AU
Omar Mahmood Irhayyim Al-Fayyadh Al-Kobaisi,Individual,AU
Omar Mohamed Haji,Individual,AU
"Omar MOHAMMED, Shariff",Individual,AU
Omar Mus'ab Mustafa Abu al Qassim,Individual,AU
Omar Ramzi,Individual,AU
Omar Sab’awi Ibrahim Hasan Al-Tikriti,Individual,AU
Omar Sabawi Ibrahim Hasan Al-Tikriti,Individual,AU
Omar Sabawi Ibrahim Hassan Al-Tikriti,Individual,AU
Omari,Individual,AU
Omari Abdul Jabbar,Individual,AU
Omari Mohammad Ibrahim,Individual,AU
Omari Mr,Individual,AU
Omega Colonel,Individual,AU
OMRAN Abu,Individual,AU
OMURBEKOV Azatbek Asanbekovich,Individual,"NZ, AU"
OMURBEKOV Azatbek Asanbekovitj,Individual,AU
One-P,Individual,AU
Onos Hadji,Individual,AU
Oo General Mya Htun,Individual,AU
Oo Lieutenant General Ye Win,Individual,AU
Oo Mya Htun,Individual,AU
Oo Mya Tun,Individual,AU
Oo Than,Individual,AU
Oo Ye Win,Individual,AU
Oor Khaled Abulabbas Na,Individual,AU
OPRISHCHENKO Alexandr,Individual,AU
OPRISHHENKO Aleksandr Aleksandrovich,Individual,"NZ, AU"
Ordenov Gennady Ivanovich,Individual,"NZ, AU"
OREKHOV Yury Yuryevich,Individual,"NZ, AU"
ORESHKIN Maksim Stanislavovich,Individual,AU
ORESHKIN Maksym Stanislavovych,Individual,AU
ORESHKIN Maxim,Individual,AU
ORGEEVA Marina Eduardovna,Individual,AU
Orgeyeva Marina Eduardovna,Individual,"NZ, AU"
Orlov Alexei Maratovich,Individual,"NZ, AU"
ORLOV Evgeny Vyacheslavovich,Individual,AU
ORLOV Vasilii Aleksandrovich,Individual,AU
Orlov Vasily Aleksandrovich,Individual,"NZ, AU"
ORLOV Yevgeniy Vyacheslavovich,Individual,AU
ORLOV Yevhen Viacheslavovych,Individual,AU
ORLOV Yevhen Vyacheslavovych,Individual,AU
Orlova Natalya,Individual,AU
Orlova Natalya Alekseyevna,Individual,NZ
Osadchy Nikolay,Individual,AU
Osadchy Nikolay Ivanovich,Individual,NZ
Osama al-Milad,Individual,AU
OSANLOO Mohammad Taghi,Individual,AU
OSEEVSKY Mikhail,Individual,AU
OSEEVSKY Mikhail Eduardovich,Individual,NZ
Osipov Igor Vladimirovich,Individual,"NZ, AU"
OSIPOV Ivan,Individual,AU
OSIPOV Ivan Vladimirovich,Individual,AU
OSIPOV Ivan Vladimirovitj,Individual,AU
Osman Mohamed,Individual,AU
OSTANINA Nina,Individual,AU
Ostanina Nina Alexandrovna,Individual,NZ
OSTROVSKY Svyatoslav Evgenievich,Individual,NZ
OTHMAN AHMED OTHMAN AL-GHAMDI ,Individual,AU
Othman Ahmed Othman al-Omirah ,Individual,AU
Othman al-Ghamdi,Individual,AU
Othman Bin Ahmed Bin Othman ,Individual,AU
Othman bin Ahmed bin Othman Alghamdi ,Individual,AU
Othman Omar Mohammed,Individual,AU
Otke Anna Ivanovna,Individual,"NZ, AU"
"OUMAR DIABY 
",Individual,AU
Oumar Omsen ,Individual,AU
Oumar Younous M’Betibangui,Individual,AU
Ourassi El,Individual,AU
OVERCHUK Aleksei Logvinovich,Individual,AU
OVERCHUK Aleksey Logvinovich,Individual,AU
OVERCHUK Alexei Loginovich,Individual,AU
Overchuk Alexei Logvinovich,Individual,NZ
OVERCHUK Oleksii Lohvynovych,Individual,AU
OVSYANNIKOV Dmitriy Vladimirovich,Individual,AU
OVSYANNIKOV Dmitry Vladimirovich,Individual,AU
Oyun Dina Ivanovna,Individual,"NZ, AU"
OZEROV Viktor Alekseevic,Individual,AU
OZEROV Viktor Oleksiyovych,Individual,AU
Pa'tek,Individual,AU
Pae Wo'n-uk,Individual,AU
Paek Ch'ang-Ho,Individual,AU
Paek Chang-Ho,Individual,AU
Pahomov Sergey Alexandrovich,Individual,"NZ, AU"
Pajas,Individual,AU
Pak Chang-Ho,Individual,AU
Pak Il-Gyu,Individual,AU
Pak Mun-il,Individual,AU
Pak Pong-nam,Individual,AU
Pak To’-Ch’un,Individual,AU
Pak Yo’ng-sik,Individual,AU
PAKHOMOV Sergey Alexandrovich,Individual,AU
PAKPOUR Mohammad,Individual,AU
PAKPUR Mohammad,Individual,AU
Pamfilova Ella Aleksandrovna,Individual,"NZ, AU"
PANAIEV Vladimir Aleksandrovich,Individual,AU
Panchenko Igor Vladimirovich ,Individual,NZ
Panesh Kaplan,Individual,AU
Panesh Kaplan Mugdinovich,Individual,NZ
Panga Kawa,Individual,AU
Panin Gennadiy,Individual,AU
Panin Gennady Olegovich,Individual,NZ
PANJAJEV Vladimir Aleksandrovitj,Individual,AU
Pankina Irina Aleksandrovna,Individual,AU
Pankina Irina Alexandrovna,Individual,NZ
PANKOV Nikolai Anatolievich,Individual,NZ
Pankov Nikolay,Individual,AU
Pankov Nikolay Aleksandrovich,Individual,"NZ, AU"
Pankov Nikolay Vasilievich,Individual,NZ
Panteleev Sergey Mikhailovich,Individual,NZ
Panteleyev Sergey,Individual,AU
PANTELEYEV Sergey Yurievich,Individual,NZ
PANTUS Dmitry,Individual,AU
Pantus Dmitry Aleksandrovich,Individual,NZ
PANYAEV Vladimir,Individual,AU
PANYAEV Vladimir Alexandrovich,Individual,AU
PAREJA DINNO AMOR ROSALEJOS,Individual,AU
Pareja Johnny,Individual,AU
Parfenov Denis Andreevich,Individual,NZ
PARFYONOV Denis,Individual,AU
"Parlin Siregar,",Individual,AU
"Parlindungan Siregar, Saleh",Individual,AU
Parshin Nikolay Mikhaylovich,Individual,NZ
Pasechnik Leonid  Ivanovitch ,Individual,NZ
Pasechnik Leonid Ivanovich,Individual,AU
PASHCHENKO Natalya Alexandrovna,Individual,"NZ, AU"
PASHKEVICH Aleksandr Mikhailovich,Individual,NZ
Pasichnyk Leonid Ivanovych,Individual,AU
Pasler Denis Vladimirovich,Individual,"NZ, AU"
PASLER Denys Volodymyrovych,Individual,AU
Patek Omar,Individual,AU
Patek Umar,Individual,AU
Paticorto,Individual,AU
PATRUSHEV Andrey,Individual,AU
Patrushev Andrey Nikolaevich ,Individual,NZ
PATRUSHEV Dmitry Nikolayevich,Individual,NZ
PATRUSHEV Mykola Platonovych,Individual,AU
PATRUSHEV Nikolai,Individual,AU
PATRUSHEV Nikolai Platonovich,Individual,AU
PATRUSHEV Nikolay Patonovich,Individual,AU
Patrushev Nikolay Platonovich,Individual,"NZ, AU"
PAVLENKO Vladimir,Individual,AU
PAVLENKO Vladimir Nikolaevich,Individual,NZ
PAVLOV Andrei Alekseyevich,Individual,AU
Pavlov Vladimir Victorovich,Individual,NZ
Pavlova Margarita Nikolayevna,Individual,"NZ, AU"
Paykin Boris,Individual,AU
Paykin Boris Romanovich,Individual,NZ
PAZI Neria BEN,Individual,AU
PAZI Neriah BEN,Individual,AU
PAZI Neriya BEN,Individual,AU
PECHATNIKOV Anatolii  Yuryevich,Individual,NZ
PECHEGIN Andrei,Individual,AU
PECHEGIN Andrey Ivanovich,Individual,AU
PEREVERZEVA Tatyana Viktorovna,Individual,"NZ, AU"
Perminov Dmitry Sergeyevich,Individual,"NZ, AU"
Perminov Sergey Nikolayevich,Individual,"NZ, AU"
Perminova Yelena Alekseyevna,Individual,"NZ, AU"
Persada Angga Dimas,Individual,AU
Persadha Angga Dimas,Individual,AU
Pershada Angga Dimas,Individual,AU
PERVIY Igor Vsevolodovich,Individual,AU
Pervyshov Evgeny,Individual,AU
Pervyshov Evgeny Alekseevich,Individual,NZ
Peshawari Abu Mohammad Aminullah,Individual,AU
Peskov Dmitriy Sergeevich,Individual,NZ
PESKOV Dmitry Sergeyvich,Individual,AU
PESKOV Nikolay,Individual,AU
PESKOV Nikolay Dmitrievich,Individual,NZ
PESKOVA Elizaveta Dmitrievna,Individual,AU
PESKOVA Elizaveta Dmitriyevna,Individual,NZ
PESKOVA Yelizaveta,Individual,AU
Peter Cherif ,Individual,AU
PETINA Irina Aleksandrovna,Individual,AU
Petina Irina Alexandrovna,Individual,NZ
Petrov Alexander Petrovich,Individual,"NZ, AU"
Petrov Sergey,Individual,AU
Petrov Sergey Valerievich,Individual,NZ
Petrov Vyacheslav,Individual,AU
Petrov Vyacheslav Anatolievich,Individual,NZ
Petrov Yury,Individual,AU
Petrov Yury Alexandrovich,Individual,NZ
PETROVSKIY  Yan Igorevich,Individual,NZ
PETROVSKIY Yan Igorevich,Individual,AU
PETROVSKY Jan,Individual,AU
Petrunin Nikolay,Individual,AU
Petrunin Nikolay Yurievich,Individual,NZ
Pevtsov Dmitry Anatolievich,Individual,"NZ, AU"
Peyganovich Yuri Mikhailovich,Individual,NZ
Pharaoh,Individual,AU
PIATYKH Galina Anatolyevna,Individual,NZ
Pilipenko Olga,Individual,AU
Pilipenko Olga Vasilievna,Individual,NZ
PIMANOV Aleksei Viktorovich,Individual,AU
PIMANOV Aleksey Viktorovich,Individual,AU
PIMANOV Oleksiy,Individual,AU
Pinchuk Andrey Yurevich,Individual,"NZ, AU"
PINCHUK Andrii,Individual,AU
PINCHUK Andriy Yuriyovych,Individual,AU
PINCHUK Sergei  Mikhailovich ,Individual,NZ
PINCHUK Sergei Mikhailovich,Individual,AU
Pinsky Victor Vitalievich,Individual,"NZ, AU"
Pirog Dmitry Yurievich,Individual,NZ
Pisareva Elena Vladimirovna,Individual,"NZ, AU"
Piskarev Vasily Ivanovich,Individual,"NZ, AU"
PITIKOV Sergei,Individual,AU
PITIKOV Sergey Viktorovich,Individual,AU
Pivnenko Valentina,Individual,AU
Pivnenko Valentina Nikolaevna,Individual,NZ
PLAKSIN Gennady Nikolaevich,Individual,AU
PLEKHOV Aleksandr Grigorevich,Individual,AU
PLIGIN Vladimir Nikolaevich,Individual,"NZ, AU"
PLIHIN Volodomyr Mykolayovych,Individual,AU
PLOKHOI Oleg Anatolyevich,Individual,NZ
Plotnikov Vladimir,Individual,AU
Plotnikov Vladimir Nikolaevich,Individual,NZ
PLOTNITSKII Igor Venediktovich,Individual,AU
PLOTNITSKY Igor,Individual,AU
PLOTNITSKY Igor Benedictovich,Individual,AU
PLOTNITSKY Igor Venediktovich,Individual,AU
PLOTNITSKY Igor Venedyktovych,Individual,AU
PLOTNYTSKYI Ihor,Individual,AU
PLOTNYTSKYY Igor Venedyktovych,Individual,AU
PLOTNYTSKYY Ihor Venedyktovych,Individual,AU
PLOTNYTSKYY Iihor Venedyktovych,Individual,AU
Plyakin Vladimir Vladimirovich,Individual,"NZ, AU"
PODDUBNY Evgeniy Evgenievich,Individual,NZ
Poddubny Evgeny,Individual,AU
PODLIPAEVA Svetlana Nikolaevna,Individual,"NZ, AU"
PODLIPANOV Dmitriy Viktorovich,Individual,"NZ, AU"
PODOPRIGOROV Sergey,Individual,AU
POGORELY Dmitry Victorovich,Individual,AU
Pogorelyy Dmitriy Viktorovich,Individual,NZ
Pogrebenkov Valeriy Ivanovich,Individual,NZ
POKLONSKA Nataliya Volodymyrivna,Individual,AU
POKLONSKAYA Major-General Natalia Vladimirovna,Individual,AU
POKLONSKAYA Natalia,Individual,AU
POKLONSKAYA Natalia Vladimirovna,Individual,AU
POKLONSKAYA Natalya,Individual,AU
Poletayev Vladimir Vladimirovich,Individual,"NZ, AU"
Polina Evgenyevna PRIGOZHINA ,Individual,AU
POLOVYAN Aleksei Vladimirovich,Individual,"NZ, AU"
POLUBOYARINOV Mikhail,Individual,AU
POLUBOYARINOV Mikhail Igorevich,Individual,NZ
Poluyanova Nataliya Vladimirovna,Individual,NZ
Polyakov Alexander Alekseevich,Individual,"NZ, AU"
POLYAKOV Andrey Aleksandrovich,Individual,"NZ, AU"
Polyakova Alla Viktorovna,Individual,"NZ, AU"
Pong Paek Se,Individual,AU
PONOMARENKO Alexander,Individual,AU
Ponomarenko Alexander Anatolevich,Individual,NZ
Ponomarev Arkady Nikolayevich,Individual,NZ
PONOMAREV Sergey Alekseevich,Individual,NZ
PONOMAREV Valeriy Andreevich,Individual,AU
PONOMAREV Valery,Individual,AU
PONOMAREV Viacheslav Vladimirovich,Individual,AU
PONOMARIOV Viacheslav,Individual,AU
PONOMAROV Viacheslav,Individual,AU
PONOMARYOV Vachislav,Individual,AU
PONOMARYOV Valerii Andriiovych,Individual,AU
Ponomaryov Valery Andreevich ,Individual,NZ
PONOMARYOV Vyacheslav,Individual,AU
PONOMARYOV Vyacheslav Volodymyrovich,Individual,AU
Popov Evgeny Georgievich,Individual,NZ
Popov Pavel Anatolevich,Individual,"NZ, AU"
Popov Yevgeny,Individual,AU
POPOVICH Aleksei  Valeryevich,Individual,NZ
POTANIN Vladimir Olegovich,Individual,"NZ, AU"
POTAPOV Aleksander Valerievich,Individual,AU
POTAPOV Aleksandr Valerevich,Individual,AU
POTAPOV Oleksandr Valeriiovych,Individual,AU
Pour Ameneh Sadat Zabih,Individual,AU
POUR Mohammad ABDOLLAH,Individual,AU
Pozdniakova Olga Valerievna,Individual,NZ
Prakash Neil Christopher,Individual,AU
Prasondha Angga Dimas,Individual,AU
PRIGOZHIN Pavel Evgenyevich,Individual,"NZ, AU"
PRIGOZHIN Yevgeny Viktorovich,Individual,"NZ, AU"
PRIGOZHINA  Polina Evgenievna,Individual,NZ
Prigozhina Lyubov Valentinova ,Individual,NZ
PRIGOZHINA Lyubov Valentinovna ,Individual,AU
Prigozhina Violetta Kirovna,Individual,NZ
Prilepin Yevgeniy  Nikolaevich,Individual,"NZ, AU"
Prokofiev Artyom Vyacheslavovich,Individual,NZ
Prokofyev Artyom,Individual,AU
Prokofyev Yuriy Anatolyevich,Individual,"NZ, AU"
Prokopenko  Ivan Pavlovich ,Individual,NZ
PROKOPENKO Ivan Pavlovitch,Individual,AU
Prokopiev Alexander Sergeevich,Individual,NZ
PROKOPIV German,Individual,AU
PROKOPIV Herman,Individual,AU
Prokopyev Aleksandr,Individual,AU
PRONKO Yuriy Alexandrovich,Individual,"NZ, AU"
Pronyushkin Alexander Yuryevich,Individual,"NZ, AU"
PROTASOV Maksim Alekseyevich,Individual,AU
PROTASOV Maxim Alekseevich,Individual,"NZ, AU"
PROTSENKO Yurii Oleksandrovych,Individual,AU
PROTSENKO Yuriy Aleksandrovich,Individual,AU
Prusakova Maria,Individual,AU
Prusakova Maria Nikolaevna,Individual,NZ
Ptitsyn Roman Viktorovich,Individual,NZ
Puchkov Andrey Sergeevich,Individual,NZ
PUMPYANSKY Aleksander Dmitrievich,Individual,AU
PUMPYANSKY Dmitry Alexandrovich,Individual,NZ
PUNISHER ,Individual,AU
PURGIN Andrei,Individual,AU
PURGIN Andrei Evgenevich,Individual,AU
PURGIN Andrej,Individual,AU
PURGIN Andrey Evgenovich,Individual,AU
PURGIN Andrey Yevgenyevich,Individual,AU
PURGIN Andriy,Individual,AU
Purgin Andriy  Yevgenovych,Individual,NZ
PURGIN Andriy Evgenevich,Individual,AU
PURGIN Andriy Evhenovych,Individual,AU
PURGIN Andriy Yevgenevich,Individual,AU
PURGIN Andriy Yevgenovych,Individual,AU
PURHIN Andrii Evhenovych,Individual,AU
PURHIN Andriy Yevhenovych,Individual,AU
PUSHILIN Denis,Individual,AU
PUSHILIN Denis Vladimirovich,Individual,AU
PUSHKOV Aleksei Konstantinovich,Individual,AU
Pushkov Aleksey Konstantinovich,Individual,NZ
PUSHKOV Oleksiy Kostyantynovych,Individual,AU
PUSHYLIN Denis Volodymyrovych,Individual,AU
Pushylin Denys Volodymrovych,Individual,NZ
PUSHYLIN Denys Volodymyrovych,Individual,AU
PUTIN Igor   Alexandrovich,Individual,"NZ, AU"
PUTIN Mikhail  Evgenievich ,Individual,NZ
PUTIN Mikhail Evgenievich,Individual,AU
PUTIN Roman   Igorevich,Individual,"NZ, AU"
Putin Vladimir Vladimirovich,Individual,"NZ, AU"
Putol Commander,Individual,AU
PUZYRNIKOVA Natalya Vladislavovna,Individual,NZ
PYANOV Dmitrii  Vasilyevich,Individual,NZ
PYRKOVA Ekaterina Eduardovna,Individual,AU
PYRKOVA Kateryna Eduardivna,Individual,AU
PYZHIK Yuri,Individual,"NZ, AU"
PYZHIK Yuri Nikolaevich,Individual,AU
PYZHYK Yurii Mykolaiovych,Individual,AU
QAANI Esmail,Individual,AU
Qaddoumi Khaled,Individual,AU
QADDOUR Khaled Nasser,Individual,AU
QADDUR Khaled,Individual,AU
QADDUR Khalid,Individual,AU
Qader Abdul Hai Hazem Abdul,Individual,AU
QADHAFI AISHA MUAMMAR MUHAMMED ABU MINYAR,Individual,AU
Qadhafi Almuatesem Bellah Muammer,Individual,AU
QADHAFI HANNIBAL MUAMMAR,Individual,AU
QADHAFI KHAMIS MUAMMAR,Individual,AU
QADHAFI MOHAMMED MUAMMAR,Individual,AU
QADHAFI MUAMMAR MOHAMMED ABU MINYAR,Individual,AU
QADHAFI MUTASSIM,Individual,AU
Qadhafi Mutassim Billah Abuminyar,Individual,AU
QADHAFI Qu’ren Salih Qu’ren AL,Individual,AU
QADHAFI Qurayn Salih Qurayn AL,Individual,AU
QADHAFI Quren Salih Quren AL,Individual,AU
QADHAFI SAADI,Individual,AU
QADHAFI SAIF AL-ISLAM,Individual,AU
QADHAFI SAIF AL‑ARAB,Individual,AU
Qadir Abdul,Individual,AU
Qadir Ahmad Taha Khalid Abdul,Individual,AU
Qadomi Khaled,Individual,AU
Qadomi Khalid,Individual,AU
QADOUR Khaled,Individual,AU
QADOUR Khalid,Individual,AU
Qaid Hussein Al-Awadi ,Individual,AU
Qaim Ibn El,Individual,AU
Qalaf Fuad Mohamed,Individual,AU
Qardash Abdullah,Individual,AU
Qardash Abu 'Abdullah,Individual,AU
Qardash al-Hajj Abdullah,Individual,AU
Qarin Mus'ab Abu,Individual,AU
QASEMI Rostam,Individual,AU
Qasi Sa'id Jan ,Individual,AU
Qasim al-Rami  ,Individual,AU
Qasim al-Raymi ,Individual,AU
Qasim Al-Rimi ,Individual,AU
QASIM MOHAMED MAHDI AL-RIMI,Individual,AU
Qasim Nooruddin Turabi Muhammad,Individual,AU
Qasim Yahya Mahdi 'Abd al-Rimi,Individual,AU
Qasmani Arif,Individual,AU
Qasmani Mohammad Arif,Individual,AU
Qasmani Muhammad ‘Arif,Individual,AU
Qasmani Muhammad Arif,Individual,AU
QASSAR Samir,Individual,AU
Qassem DAMAVANDIAN ,Individual,AU
Qassim al-Raymi ,Individual,AU
Qazi 'Abdallah ,Individual,AU
Qazi Abdullah ,Individual,AU
Qekeman Memetiming,Individual,AU
Qerman,Individual,AU
QOREISHI Seyyed Hojatollah,Individual,AU
QORESHI Seyyed Hojatollah,Individual,AU
Qorgab,Individual,AU
Qorgab Bashir,Individual,AU
QUAYDIR Muhammad,Individual,AU
Qubaysi Munir Al,Individual,AU
Quddus Aminullah Amin,Individual,AU
Quddus Sayed Esmatullah Asem Abdul,Individual,AU
QUDSIAH Abdulfatah,Individual,AU
QUDSIYA Abdulfatah,Individual,AU
QUDSIYAH Abd Al-Farah,Individual,AU
Queen India,Individual,AU
Qul Abdul Salam Hanafi Ali Mardan,Individual,AU
QumQum Abou,Individual,AU
Qumu Sufyan bin,Individual,AU
QUREISHI Sayed Hojatollah,Individual,AU
QUREISHI Seyed Hojjatollah,Individual,"NZ, AU"
Qureshi Abdul Ghaffar,Individual,AU
Qusay Saddam Hussein Al-Tikriti,Individual,AU
QUWAYDIR Muhammed Bin‑Muhammed Faris,Individual,AU
RA KY'ONG-SU,Individual,AU
Ra Kyong-Su,Individual,AU
Ra Kyung-Su,Individual,AU
Ra'if AL-QUWATL,Individual,AU
Ra’if AL-QUWATLY,Individual,AU
Rabbi Fazl,Individual,AU
RABI FAZL,Individual,AU
Rabie Al Zawahry Aiman Mohamed,Individual,AU
Rachid,Individual,AU
Radio Mullah,Individual,AU
Radislav Krstić,Individual,AU
Radivoje Miletić,Individual,AU
Radja,Individual,AU
Radovan Karadžić,Individual,AU
Radovan Stanković,Individual,AU
Raeef AL-KOUATLY,Individual,AU
Rafeeq SHAHADAH ,Individual,AU
Rafi Abd-al-Latif Tilfah Al-Tikriti,Individual,AU
RAFIEI Enayatollah,Individual,AU
Rafiuddin Muhammad,Individual,AU
Ragab Abdullah,Individual,AU
Rage Ali Mohamed,Individual,AU
Rage Ali Mohammed,Individual,AU
Rage Ali Mohamud,Individual,AU
Raghad Saddam Hussein Al-Tikriti,Individual,AU
Rahim Fazal,Individual,AU
Rahim Fazel,Individual,AU
Rahim Fazil,Individual,AU
Rahim Umar Mahmud,Individual,AU
RAHIMI Hossein,Individual,AU
Rahimi Yar Mohammad,Individual,AU
RAHIMYAR Amir Hossein,Individual,AU
Rahmah Abu,Individual,AU
Rahman Abd Allah Mohamed Ragab Abdel,Individual,AU
Rahman Abdul,Individual,AU
Rahman Abtol,Individual,AU
Rahman Aman Abdul,Individual,AU
Rahman Fazil,Individual,AU
Rahman Matiur,Individual,AU
Rahman Muhammad Jibriel Abdul,Individual,AU
Rahman Muhammad Jibril Abdul,Individual,AU
Rahman Oman,Individual,AU
Rahmani Mohammad Hasan,Individual,AU
Rahmat Kari,Individual,AU
Rahmat Qari,Individual,AU
Raif AL-KOUATLY,Individual,AU
Raif AL-QUWATLI,Individual,AU
Raif AL-QUWATLY,Individual,AU
Rajab Maulawi,Individual,AU
Rakitin Alexander Vasilyevich,Individual,"NZ, AU"
RAKITIN Igor Borisovich,Individual,AU
Ramadan Abdoulaye Issene,Individual,AU
Ramadan AL‑RAMADAN,Individual,AU
RAMADAN Ramadan Mahmoud,Individual,AU
Ramadane Abdoulaye Issène,Individual,AU
Rambo Colonel,Individual,AU
Rambot Colonel,Individual,AU
Ramo Lavilla ,Individual,AU
"Ramzi Bin Al Shibh,",Individual,AU
Rana Saddam Hussein Al-Tikriti,Individual,AU
Ranley James Koang Chol,Individual,AU
Ranley Koang Chuol,Individual,AU
Rapota Grigoriy Alexeyevich,Individual,"NZ, AU"
Rash,Individual,AU
RASHEVSKY Vladimir Valerievich,Individual,"NZ, AU"
Rashid Al-Maghribi (The Moroccan),Individual,AU
RASHID Gholam,Individual,AU
RASHID Gholamali,Individual,AU
Rashid Rida Ba'aysir,Individual,AU
Rashkin Valery Fedorovich,Individual,"NZ, AU"
RASHNIKOV Viktor Filippovich,Individual,"NZ, AU"
RASSALAI Viachaslau,Individual,AU
Rassalai Viachaslau Yevgenyevich,Individual,NZ
RASTORGUEV Nikolai Viacheslavovich,Individual,AU
RASTORGUEV Nikolay Vyacheslavovich,Individual,AU
Ratin Muhammad,Individual,AU
Ratko Mladić,Individual,AU
RAUFOVICH Zaur Ismailov,Individual,AU
Rayan Abu,Individual,AU
Rayhanah,Individual,AU
Rayyan Abu,Individual,AU
RAZORENOV Aleksandr Gennadievich,Individual,NZ
RAZOVOZHAEV Mykhailo Volodymyrovich,Individual,AU
Razvorotneva Svetlana Victorovna,Individual,"NZ, AU"
RAZVOZHAEV Mikhail Vladimirovich,Individual,AU
Rear Admiral Denys Valentynovych BEREZOVSKYI                            ,Individual,AU
Rehman Abdul,Individual,AU
Rehman Abdur,Individual,AU
Rehman Hafiz Abdul,Individual,AU
Rehman Mati ur,Individual,AU
Rehman Mati-ur,Individual,AU
Rehman Matiur,Individual,AU
Rehman Shaikh Mohd Ismail Abdul,Individual,AU
Rehman Zakir,Individual,AU
Rehmatullah,Individual,AU
Remadna Abdelhalim,Individual,AU
REMADNA ABDELHALIM HAFED ABDELFATTAH,Individual,AU
Remezkov Aleksandr,Individual,AU
Remezkov Alexander Alexandrovich,Individual,NZ
Remi Qasim Mohammed Mahdi Al,Individual,AU
Rene Merlin Oliver Christian,Individual,AU
RENGU MALEK REUBEN RIAK,Individual,AU
REPIK Aleksey Evgenyevich,Individual,AU
REPIK Alexey Evgenyevich,Individual,AU
Reshad Habibullah,Individual,AU
RESHETNEVA Nadezhda Alexandrovna,Individual,NZ
RESHETNIKOV Maksim Gennadyevich,Individual,AU
Reshetnikov Maxim Gennadyevich,Individual,NZ
Resin Vladimir,Individual,AU
Resin Vladimir Iosifovich,Individual,NZ
Reuben Lavilla ,Individual,AU
Revenko Evgeny Vasilievich,Individual,"NZ, AU"
Reymund Lavilla ,Individual,AU
REZA Ghasem Rezayi,Individual,AU
Reza KHAKI ,Individual,AU
REZA Tangsiri Ali,Individual,AU
REZAEI Ghasem,Individual,AU
REZAEI Qasem,Individual,AU
REZAEI Qassem,Individual,AU
REZAI Mortaza,Individual,AU
REZAI Morteza,Individual,AU
