Ідентифікатор в реєстрі,Ім'я/назва суб'єкта,Тип,Статус,Указ Президента,Дата введення в дію,США,Велика Британія,Канада,ЄС,Швейцарія,Японія,Австралія,Нова Зеландія,Посилання на рішення
23204,"Акціонерне товариство Науково-виробничий центр ""Спектр""",legal,active,227/2023,2023-04-15,,,,,,,,,
23205,"Товариство з обмеженою відповідальністю ""Пантес""",legal,active,227/2023,2023-04-15,,,,,,,,,
23206,"Акціонерне товариство Науково-виробниче підприємство ""Полігон""",legal,active,227/2023,2023-04-15,,,,,,,,,
23207,"Товариство з обмеженою відповідальністю ""Резоніт""",legal,active,227/2023,2023-04-15,,,,,,,,,
23208,"Товариство з обмеженою відповідальністю ""РіМ-Технології""",legal,active,227/2023,2023-04-15,,,,,,,,,
23209,"Товариство з обмеженою відповідальністю ""Науково-виробниче об’єднання ""Старлайн""",legal,active,227/2023,2023-04-15,,,,,,,,,
23210,"Товариство з обмеженою відповідальністю ""Технотех""",legal,active,227/2023,2023-04-15,,,,,,,,,
23211,"Товариство з обмеженою відповідальністю НПФ ""ЦС ЧІП Селект""",legal,active,227/2023,2023-04-15,,,,,,,,,
23212,"Товариство з обмеженою відповідальністю ""Друковані плати""",legal,active,227/2023,2023-04-15,,,,,,,,,
23213,"Товариство з обмеженою відповідальністю ""Електроконнект""",legal,active,227/2023,2023-04-15,,,,,,,,,
23214,"Товариство з обмеженою відповідальністю ""Електронні бізнес системи""",legal,active,227/2023,2023-04-15,,,,,,,,,
23215,"Товариство з обмеженою відповідальністю ""Ерікон""",legal,active,227/2023,2023-04-15,,,,,,,,,
23216,"Відкрите акціонерне товариство ""Юр’єв-Польський завод ""Промзв’язок""",legal,active,227/2023,2023-04-15,,,,,,,,,
23217,"Товариство з обмеженою відповідальністю ""МікроЕМ Технології""",legal,active,227/2023,2023-04-15,,,,,,,,,
23218,"Акціонерне товариство ""МікроЕМ""",legal,active,227/2023,2023-04-15,,,,,,,,,
23219,"Товариство з обмеженою відповідальністю ""З’єднувальні системи""",legal,active,227/2023,2023-04-15,,,,,,,,,
23220,"Товариство з обмеженою відповідальністю ""ПСБ Технології""",legal,active,227/2023,2023-04-15,,,,,,,,,
23221,"Товариство з обмеженою відповідальністю ""АВІВ Груп""",legal,active,227/2023,2023-04-15,,,,,,,,,
23222,"Товариство з обмеженою відповідальністю ""АВІВ""",legal,active,227/2023,2023-04-15,,,,,,,,,
23223,"Товариство з обмеженою відповідальністю Науково-виробниче підприємство ""Атлант""",legal,active,227/2023,2023-04-15,,,,,,,,,
23224,"Товариство з обмеженою відповідальністю ""Вектор Технолоджі""",legal,active,227/2023,2023-04-15,,,,,,,,,
23225,"Товариство з обмеженою відповідальністю ""Інелсо""",legal,active,227/2023,2023-04-15,,,,,,,,,
23226,"Товариство з обмеженою відповідальністю ""Інтеграція""",legal,active,227/2023,2023-04-15,,,,,,,,,
23227,"Акціонерне товариство ""Компонента""",legal,active,227/2023,2023-04-15,,,,,,,,,
23228,"Товариство з обмеженою відповідальністю ""НЕК""",legal,active,227/2023,2023-04-15,,,,,,,,,
23229,"Акціонерне товариство ""Пасіфік мікроелектронікс М""",legal,active,227/2023,2023-04-15,,,,,,,,,
23230,"Товариство з обмеженою відповідальністю ""Плест""",legal,active,227/2023,2023-04-15,,,,,,,,,
23231,"Товариство з обмеженою відповідальністю ""Телекс-2""",legal,active,227/2023,2023-04-15,,,,,,,,,
23232,"Товариство з обмеженою відповідальністю ""Фокон""",legal,active,227/2023,2023-04-15,,,,,,,,,
23233,"Товариство з обмеженою відповідальністю ""Електро-Дірект""",legal,active,227/2023,2023-04-15,,,,,,,,,
23234,"Акціонерне товариство ""Компел""",legal,active,227/2023,2023-04-15,,,,,,,,,
23235,"Товариство з обмеженою відповідальністю ""РБА-Менеджмент""",legal,active,227/2023,2023-04-15,,,,,,,,,
23236,"Товариство з обмеженою відповідальністю Торговий Дім ""Промелектроніка""",legal,active,227/2023,2023-04-15,,,,,,,,,
23237,"Товариство з обмеженою відповідальністю ""Ай-Сі Контракт""",legal,active,227/2023,2023-04-15,,,,,,,,,
23238,"Товариство з обмеженою відповідальністю ""Віланд Електрик Рус""",legal,active,227/2023,2023-04-15,,,,,,,,,
23239,"Закрите акціонерне товариство ""Чіп і Діп""",legal,active,227/2023,2023-04-15,,,,,,,,,
23240,"Товариство з обмеженою відповідальністю ""Платек""",legal,active,227/2023,2023-04-15,,,,,,,,,
23241,"Товариство з обмеженою відповідальністю ""Тріатрон""",legal,active,227/2023,2023-04-15,,,,,,,,,
23242,"Акціонерне товариство ""Радіо і Мікроелектроніка""",legal,active,227/2023,2023-04-15,,,,,,,,,
23243,"Товариство з обмеженою відповідальністю ""Ядро Фаб Дубна""",legal,active,227/2023,2023-04-15,,,,,,,,,
23244,"Акціонерне товариство ""Кібернетичні технології""",legal,active,227/2023,2023-04-15,,,,,,,,,
23245,"Акціонерне товариство ""Інформаційна впроваджувальна компанія""",legal,active,227/2023,2023-04-15,,,,,,,,,
23246,"Акціонерне товариство ""ПКК Міландр""",legal,active,227/2023,2023-04-15,,,,,,,,,
23247,"Товариство з обмеженою відповідальністю ""Мікроелектронний виробничий комплекс ""Міландр""",legal,active,227/2023,2023-04-15,,,,,,,,,
23248,"Акціонерне товариство ""Восход"" – Калузький радіоламповий завод",legal,active,227/2023,2023-04-15,,,,,,,,,
23249,"Товариство з обмеженою відповідальністю ""Сімметрон електронні компоненти""",legal,active,227/2023,2023-04-15,,,,,,,,,
